id,nombre,desc
EXERCIS9,"Exercise","During the past 12 months, have you used any of the following for your health? Exercise"
EXERGEN9,"Exercise - General Health","If YES to EXERCIS9: Please tell me whether or not you use exercise: For general health?"
EXERHAR9,"Exercise - Heart","If YES to EXERCIS9: Please tell me whether or not you use exercise: To reduce the risk of heart disease?"
EXERMEM9,"Exercise - Improve Memory","If YES to EXERCIS9: Please tell me whether or not you use exercise: To improve memory?"
EXERMEN9,"Exercise - Menopausal symptoms","If YES to EXERCIS9: Please tell me whether or not you use exercise: To relieve menopausal symptoms?"
EXEROST9,"Exercise - Osteoporosis","If YES to EXERCIS9: Please tell me whether or not you use exercise: To reduce the risk of osteoporosis?"
EXEROTH9,"Exercise - Other reason","If YES to EXERCIS9: Please tell me whether or not you use exercise: Is there any other reason you use exercise?"
EXERSPE9,"Exercise - Other specify","If YES to EXERCIS9: Please tell me whether or not you use exercise: Is there any other reason you use exercise? Specify"
EXERADV9,"Exercise - Provider advice","If YES to EXERCIS9: Please tell me whether or not you use exercise: On advice from health care provider?"
EXERPER9,"Exercise - Regulate Periods","If YES to EXERCIS9: Please tell me whether or not you use exercise: To regulate periods?"
EXERWGH9,"Exercise - Weight","If YES to EXERCIS9: Please tell me whether or not you use exercise: To lose weight or to stay the same weight?"
EXERLOO9,"Exercise - Young Looking","If YES to EXERCIS9: Please tell me whether or not you use exercise: To stay young-looking?"
EXER12H9,"Exercise/sauna within last 12 hours","Have you exercised intensely for at least half an hour or taken a sauna within the last 12 hours? That is, since (time) a.m. / p.m.?"
GOODOLD9,"Expect to feel good about life when old","Please indicate the extent you personally agree or disagree with the following statements about yourself: I expect to feel good about life when I am old."
BOTHOVR9,"FMP: Both ovaries removed since last visit","Since your last study visit, did you have both ovaries removed (a bilateral oophorectomy)?"
MAILLOC9,"FMP: Location where form filled in","FMP: Location where form filled in"
FACE2AD9,"Faces II Delayed Administration Status","FACES II Administration Status"
FACED19,"Faces II Delayed Item 1","Now I'm going to show you some more pictures of faces. I want you to look at each face carefully. Say Yes if the face is one I asked you to remember earlier or No if it is not."
FACED109,"Faces II Delayed Item 10","Now I'm going to show you some more pictures of faces. I want you to look at each face carefully. Say Yes if the face is one I asked you to remember earlier or No if it is not."
FACED119,"Faces II Delayed Item 11","Now I'm going to show you some more pictures of faces. I want you to look at each face carefully. Say Yes if the face is one I asked you to remember earlier or No if it is not."
FACED129,"Faces II Delayed Item 12","Now I'm going to show you some more pictures of faces. I want you to look at each face carefully. Say Yes if the face is one I asked you to remember earlier or No if it is not."
FACED139,"Faces II Delayed Item 13","Now I'm going to show you some more pictures of faces. I want you to look at each face carefully. Say Yes if the face is one I asked you to remember earlier or No if it is not."
FACED149,"Faces II Delayed Item 14","Now I'm going to show you some more pictures of faces. I want you to look at each face carefully. Say Yes if the face is one I asked you to remember earlier or No if it is not."
FACED159,"Faces II Delayed Item 15","Now I'm going to show you some more pictures of faces. I want you to look at each face carefully. Say Yes if the face is one I asked you to remember earlier or No if it is not."
FACED169,"Faces II Delayed Item 16","Now I'm going to show you some more pictures of faces. I want you to look at each face carefully. Say Yes if the face is one I asked you to remember earlier or No if it is not."
FACED179,"Faces II Delayed Item 17","Now I'm going to show you some more pictures of faces. I want you to look at each face carefully. Say Yes if the face is one I asked you to remember earlier or No if it is not."
FACED189,"Faces II Delayed Item 18","Now I'm going to show you some more pictures of faces. I want you to look at each face carefully. Say Yes if the face is one I asked you to remember earlier or No if it is not."
FACED199,"Faces II Delayed Item 19","Now I'm going to show you some more pictures of faces. I want you to look at each face carefully. Say Yes if the face is one I asked you to remember earlier or No if it is not."
FACED29,"Faces II Delayed Item 2","Now I'm going to show you some more pictures of faces. I want you to look at each face carefully. Say Yes if the face is one I asked you to remember earlier or No if it is not."
FACED209,"Faces II Delayed Item 20","Now I'm going to show you some more pictures of faces. I want you to look at each face carefully. Say Yes if the face is one I asked you to remember earlier or No if it is not."
FACED219,"Faces II Delayed Item 21","Now I'm going to show you some more pictures of faces. I want you to look at each face carefully. Say Yes if the face is one I asked you to remember earlier or No if it is not."
FACED229,"Faces II Delayed Item 22","Now I'm going to show you some more pictures of faces. I want you to look at each face carefully. Say Yes if the face is one I asked you to remember earlier or No if it is not."
FACED239,"Faces II Delayed Item 23","Now I'm going to show you some more pictures of faces. I want you to look at each face carefully. Say Yes if the face is one I asked you to remember earlier or No if it is not."
FACED249,"Faces II Delayed Item 24","Now I'm going to show you some more pictures of faces. I want you to look at each face carefully. Say Yes if the face is one I asked you to remember earlier or No if it is not."
FACED259,"Faces II Delayed Item 25","Now I'm going to show you some more pictures of faces. I want you to look at each face carefully. Say Yes if the face is one I asked you to remember earlier or No if it is not."
FACED269,"Faces II Delayed Item 26","Now I'm going to show you some more pictures of faces. I want you to look at each face carefully. Say Yes if the face is one I asked you to remember earlier or No if it is not."
FACED279,"Faces II Delayed Item 27","Now I'm going to show you some more pictures of faces. I want you to look at each face carefully. Say Yes if the face is one I asked you to remember earlier or No if it is not."
FACED289,"Faces II Delayed Item 28","Now I'm going to show you some more pictures of faces. I want you to look at each face carefully. Say Yes if the face is one I asked you to remember earlier or No if it is not."
FACED299,"Faces II Delayed Item 29","Now I'm going to show you some more pictures of faces. I want you to look at each face carefully. Say Yes if the face is one I asked you to remember earlier or No if it is not."
FACED39,"Faces II Delayed Item 3","Now I'm going to show you some more pictures of faces. I want you to look at each face carefully. Say Yes if the face is one I asked you to remember earlier or No if it is not."
FACED309,"Faces II Delayed Item 30","Now I'm going to show you some more pictures of faces. I want you to look at each face carefully. Say Yes if the face is one I asked you to remember earlier or No if it is not."
FACED319,"Faces II Delayed Item 31","Now I'm going to show you some more pictures of faces. I want you to look at each face carefully. Say Yes if the face is one I asked you to remember earlier or No if it is not."
FACED329,"Faces II Delayed Item 32","Now I'm going to show you some more pictures of faces. I want you to look at each face carefully. Say Yes if the face is one I asked you to remember earlier or No if it is not."
FACED339,"Faces II Delayed Item 33","Now I'm going to show you some more pictures of faces. I want you to look at each face carefully. Say Yes if the face is one I asked you to remember earlier or No if it is not."
FACED349,"Faces II Delayed Item 34","Now I'm going to show you some more pictures of faces. I want you to look at each face carefully. Say Yes if the face is one I asked you to remember earlier or No if it is not."
FACED359,"Faces II Delayed Item 35","Now I'm going to show you some more pictures of faces. I want you to look at each face carefully. Say Yes if the face is one I asked you to remember earlier or No if it is not."
FACED369,"Faces II Delayed Item 36","Now I'm going to show you some more pictures of faces. I want you to look at each face carefully. Say Yes if the face is one I asked you to remember earlier or No if it is not."
FACED379,"Faces II Delayed Item 37","Now I'm going to show you some more pictures of faces. I want you to look at each face carefully. Say Yes if the face is one I asked you to remember earlier or No if it is not."
FACED389,"Faces II Delayed Item 38","Now I'm going to show you some more pictures of faces. I want you to look at each face carefully. Say Yes if the face is one I asked you to remember earlier or No if it is not."
FACED399,"Faces II Delayed Item 39","Now I'm going to show you some more pictures of faces. I want you to look at each face carefully. Say Yes if the face is one I asked you to remember earlier or No if it is not."
FACED49,"Faces II Delayed Item 4","Now I'm going to show you some more pictures of faces. I want you to look at each face carefully. Say Yes if the face is one I asked you to remember earlier or No if it is not."
FACED409,"Faces II Delayed Item 40","Now I'm going to show you some more pictures of faces. I want you to look at each face carefully. Say Yes if the face is one I asked you to remember earlier or No if it is not."
FACED419,"Faces II Delayed Item 41","Now I'm going to show you some more pictures of faces. I want you to look at each face carefully. Say Yes if the face is one I asked you to remember earlier or No if it is not."
FACED429,"Faces II Delayed Item 42","Now I'm going to show you some more pictures of faces. I want you to look at each face carefully. Say Yes if the face is one I asked you to remember earlier or No if it is not."
FACED439,"Faces II Delayed Item 43","Now I'm going to show you some more pictures of faces. I want you to look at each face carefully. Say Yes if the face is one I asked you to remember earlier or No if it is not."
FACED449,"Faces II Delayed Item 44","Now I'm going to show you some more pictures of faces. I want you to look at each face carefully. Say Yes if the face is one I asked you to remember earlier or No if it is not."
FACED459,"Faces II Delayed Item 45","Now I'm going to show you some more pictures of faces. I want you to look at each face carefully. Say Yes if the face is one I asked you to remember earlier or No if it is not."
FACED469,"Faces II Delayed Item 46","Now I'm going to show you some more pictures of faces. I want you to look at each face carefully. Say Yes if the face is one I asked you to remember earlier or No if it is not."
FACED479,"Faces II Delayed Item 47","Now I'm going to show you some more pictures of faces. I want you to look at each face carefully. Say Yes if the face is one I asked you to remember earlier or No if it is not."
FACED489,"Faces II Delayed Item 48","Now I'm going to show you some more pictures of faces. I want you to look at each face carefully. Say Yes if the face is one I asked you to remember earlier or No if it is not."
FACED59,"Faces II Delayed Item 5","Now I'm going to show you some more pictures of faces. I want you to look at each face carefully. Say Yes if the face is one I asked you to remember earlier or No if it is not."
FACED69,"Faces II Delayed Item 6","Now I'm going to show you some more pictures of faces. I want you to look at each face carefully. Say Yes if the face is one I asked you to remember earlier or No if it is not."
FACED79,"Faces II Delayed Item 7","Now I'm going to show you some more pictures of faces. I want you to look at each face carefully. Say Yes if the face is one I asked you to remember earlier or No if it is not."
FACED89,"Faces II Delayed Item 8","Now I'm going to show you some more pictures of faces. I want you to look at each face carefully. Say Yes if the face is one I asked you to remember earlier or No if it is not."
FACED99,"Faces II Delayed Item 9","Now I'm going to show you some more pictures of faces. I want you to look at each face carefully. Say Yes if the face is one I asked you to remember earlier or No if it is not."
FACEDLY9,"Faces II Total Score: Delayed","Faces Total Score: Delayed"
FACEADM9,"Faces Immediate Administration Status","FACES I Administration Status"
FACEI19,"Faces Immediate Item 1","I am going to show you some pictures of faces, one at a time. Look at each face carefully and remember what it looks like. Remember each one. Now I am going to show you some more pictures of faces, one at a time. I want you to look at the face on each page carefully. Say Yes if the face is one that I asked you to remember or No if it is not."
FACEI109,"Faces Immediate Item 10","I am going to show you some pictures of faces, one at a time. Look at each face carefully and remember what it looks like. Remember each one. Now I am going to show you some more pictures of faces, one at a time. I want you to look at the face on each page carefully. Say Yes if the face is one that I asked you to remember or No if it is not."
FACEI119,"Faces Immediate Item 11","I am going to show you some pictures of faces, one at a time. Look at each face carefully and remember what it looks like. Remember each one. Now I am going to show you some more pictures of faces, one at a time. I want you to look at the face on each page carefully. Say Yes if the face is one that I asked you to remember or No if it is not."
FACEI129,"Faces Immediate Item 12","I am going to show you some pictures of faces, one at a time. Look at each face carefully and remember what it looks like. Remember each one. Now I am going to show you some more pictures of faces, one at a time. I want you to look at the face on each page carefully. Say Yes if the face is one that I asked you to remember or No if it is not."
FACEI139,"Faces Immediate Item 13","I am going to show you some pictures of faces, one at a time. Look at each face carefully and remember what it looks like. Remember each one. Now I am going to show you some more pictures of faces, one at a time. I want you to look at the face on each page carefully. Say Yes if the face is one that I asked you to remember or No if it is not."
FACEI149,"Faces Immediate Item 14","I am going to show you some pictures of faces, one at a time. Look at each face carefully and remember what it looks like. Remember each one. Now I am going to show you some more pictures of faces, one at a time. I want you to look at the face on each page carefully. Say Yes if the face is one that I asked you to remember or No if it is not."
FACEI159,"Faces Immediate Item 15","I am going to show you some pictures of faces, one at a time. Look at each face carefully and remember what it looks like. Remember each one. Now I am going to show you some more pictures of faces, one at a time. I want you to look at the face on each page carefully. Say Yes if the face is one that I asked you to remember or No if it is not."
FACEI169,"Faces Immediate Item 16","I am going to show you some pictures of faces, one at a time. Look at each face carefully and remember what it looks like. Remember each one. Now I am going to show you some more pictures of faces, one at a time. I want you to look at the face on each page carefully. Say Yes if the face is one that I asked you to remember or No if it is not."
FACEI179,"Faces Immediate Item 17","I am going to show you some pictures of faces, one at a time. Look at each face carefully and remember what it looks like. Remember each one. Now I am going to show you some more pictures of faces, one at a time. I want you to look at the face on each page carefully. Say Yes if the face is one that I asked you to remember or No if it is not."
FACEI189,"Faces Immediate Item 18","I am going to show you some pictures of faces, one at a time. Look at each face carefully and remember what it looks like. Remember each one. Now I am going to show you some more pictures of faces, one at a time. I want you to look at the face on each page carefully. Say Yes if the face is one that I asked you to remember or No if it is not."
FACEI199,"Faces Immediate Item 19","I am going to show you some pictures of faces, one at a time. Look at each face carefully and remember what it looks like. Remember each one. Now I am going to show you some more pictures of faces, one at a time. I want you to look at the face on each page carefully. Say Yes if the face is one that I asked you to remember or No if it is not."
FACEI29,"Faces Immediate Item 2","I am going to show you some pictures of faces, one at a time. Look at each face carefully and remember what it looks like. Remember each one. Now I am going to show you some more pictures of faces, one at a time. I want you to look at the face on each page carefully. Say Yes if the face is one that I asked you to remember or No if it is not."
FACEI209,"Faces Immediate Item 20","I am going to show you some pictures of faces, one at a time. Look at each face carefully and remember what it looks like. Remember each one. Now I am going to show you some more pictures of faces, one at a time. I want you to look at the face on each page carefully. Say Yes if the face is one that I asked you to remember or No if it is not."
FACEI219,"Faces Immediate Item 21","I am going to show you some pictures of faces, one at a time. Look at each face carefully and remember what it looks like. Remember each one. Now I am going to show you some more pictures of faces, one at a time. I want you to look at the face on each page carefully. Say Yes if the face is one that I asked you to remember or No if it is not."
FACEI229,"Faces Immediate Item 22","I am going to show you some pictures of faces, one at a time. Look at each face carefully and remember what it looks like. Remember each one. Now I am going to show you some more pictures of faces, one at a time. I want you to look at the face on each page carefully. Say Yes if the face is one that I asked you to remember or No if it is not."
FACEI239,"Faces Immediate Item 23","I am going to show you some pictures of faces, one at a time. Look at each face carefully and remember what it looks like. Remember each one. Now I am going to show you some more pictures of faces, one at a time. I want you to look at the face on each page carefully. Say Yes if the face is one that I asked you to remember or No if it is not."
FACEI249,"Faces Immediate Item 24","I am going to show you some pictures of faces, one at a time. Look at each face carefully and remember what it looks like. Remember each one. Now I am going to show you some more pictures of faces, one at a time. I want you to look at the face on each page carefully. Say Yes if the face is one that I asked you to remember or No if it is not."
FACEI259,"Faces Immediate Item 25","I am going to show you some pictures of faces, one at a time. Look at each face carefully and remember what it looks like. Remember each one. Now I am going to show you some more pictures of faces, one at a time. I want you to look at the face on each page carefully. Say Yes if the face is one that I asked you to remember or No if it is not."
FACEI269,"Faces Immediate Item 26","I am going to show you some pictures of faces, one at a time. Look at each face carefully and remember what it looks like. Remember each one. Now I am going to show you some more pictures of faces, one at a time. I want you to look at the face on each page carefully. Say Yes if the face is one that I asked you to remember or No if it is not."
FACEI279,"Faces Immediate Item 27","I am going to show you some pictures of faces, one at a time. Look at each face carefully and remember what it looks like. Remember each one. Now I am going to show you some more pictures of faces, one at a time. I want you to look at the face on each page carefully. Say Yes if the face is one that I asked you to remember or No if it is not."
FACEI289,"Faces Immediate Item 28","I am going to show you some pictures of faces, one at a time. Look at each face carefully and remember what it looks like. Remember each one. Now I am going to show you some more pictures of faces, one at a time. I want you to look at the face on each page carefully. Say Yes if the face is one that I asked you to remember or No if it is not."
FACEI299,"Faces Immediate Item 29","I am going to show you some pictures of faces, one at a time. Look at each face carefully and remember what it looks like. Remember each one. Now I am going to show you some more pictures of faces, one at a time. I want you to look at the face on each page carefully. Say Yes if the face is one that I asked you to remember or No if it is not."
FACEI39,"Faces Immediate Item 3","I am going to show you some pictures of faces, one at a time. Look at each face carefully and remember what it looks like. Remember each one. Now I am going to show you some more pictures of faces, one at a time. I want you to look at the face on each page carefully. Say Yes if the face is one that I asked you to remember or No if it is not."
FACEI309,"Faces Immediate Item 30","I am going to show you some pictures of faces, one at a time. Look at each face carefully and remember what it looks like. Remember each one. Now I am going to show you some more pictures of faces, one at a time. I want you to look at the face on each page carefully. Say Yes if the face is one that I asked you to remember or No if it is not."
FACEI319,"Faces Immediate Item 31","I am going to show you some pictures of faces, one at a time. Look at each face carefully and remember what it looks like. Remember each one. Now I am going to show you some more pictures of faces, one at a time. I want you to look at the face on each page carefully. Say Yes if the face is one that I asked you to remember or No if it is not."
FACEI329,"Faces Immediate Item 32","I am going to show you some pictures of faces, one at a time. Look at each face carefully and remember what it looks like. Remember each one. Now I am going to show you some more pictures of faces, one at a time. I want you to look at the face on each page carefully. Say Yes if the face is one that I asked you to remember or No if it is not."
FACEI339,"Faces Immediate Item 33","I am going to show you some pictures of faces, one at a time. Look at each face carefully and remember what it looks like. Remember each one. Now I am going to show you some more pictures of faces, one at a time. I want you to look at the face on each page carefully. Say Yes if the face is one that I asked you to remember or No if it is not."
FACEI349,"Faces Immediate Item 34","I am going to show you some pictures of faces, one at a time. Look at each face carefully and remember what it looks like. Remember each one. Now I am going to show you some more pictures of faces, one at a time. I want you to look at the face on each page carefully. Say Yes if the face is one that I asked you to remember or No if it is not."
FACEI359,"Faces Immediate Item 35","I am going to show you some pictures of faces, one at a time. Look at each face carefully and remember what it looks like. Remember each one. Now I am going to show you some more pictures of faces, one at a time. I want you to look at the face on each page carefully. Say Yes if the face is one that I asked you to remember or No if it is not."
FACEI369,"Faces Immediate Item 36","I am going to show you some pictures of faces, one at a time. Look at each face carefully and remember what it looks like. Remember each one. Now I am going to show you some more pictures of faces, one at a time. I want you to look at the face on each page carefully. Say Yes if the face is one that I asked you to remember or No if it is not."
FACEI379,"Faces Immediate Item 37","I am going to show you some pictures of faces, one at a time. Look at each face carefully and remember what it looks like. Remember each one. Now I am going to show you some more pictures of faces, one at a time. I want you to look at the face on each page carefully. Say Yes if the face is one that I asked you to remember or No if it is not."
FACEI389,"Faces Immediate Item 38","I am going to show you some pictures of faces, one at a time. Look at each face carefully and remember what it looks like. Remember each one. Now I am going to show you some more pictures of faces, one at a time. I want you to look at the face on each page carefully. Say Yes if the face is one that I asked you to remember or No if it is not."
FACEI399,"Faces Immediate Item 39","I am going to show you some pictures of faces, one at a time. Look at each face carefully and remember what it looks like. Remember each one. Now I am going to show you some more pictures of faces, one at a time. I want you to look at the face on each page carefully. Say Yes if the face is one that I asked you to remember or No if it is not."
FACEI49,"Faces Immediate Item 4","I am going to show you some pictures of faces, one at a time. Look at each face carefully and remember what it looks like. Remember each one. Now I am going to show you some more pictures of faces, one at a time. I want you to look at the face on each page carefully. Say Yes if the face is one that I asked you to remember or No if it is not."
FACEI409,"Faces Immediate Item 40","I am going to show you some pictures of faces, one at a time. Look at each face carefully and remember what it looks like. Remember each one. Now I am going to show you some more pictures of faces, one at a time. I want you to look at the face on each page carefully. Say Yes if the face is one that I asked you to remember or No if it is not."
FACEI419,"Faces Immediate Item 41","I am going to show you some pictures of faces, one at a time. Look at each face carefully and remember what it looks like. Remember each one. Now I am going to show you some more pictures of faces, one at a time. I want you to look at the face on each page carefully. Say Yes if the face is one that I asked you to remember or No if it is not."
FACEI429,"Faces Immediate Item 42","I am going to show you some pictures of faces, one at a time. Look at each face carefully and remember what it looks like. Remember each one. Now I am going to show you some more pictures of faces, one at a time. I want you to look at the face on each page carefully. Say Yes if the face is one that I asked you to remember or No if it is not."
FACEI439,"Faces Immediate Item 43","I am going to show you some pictures of faces, one at a time. Look at each face carefully and remember what it looks like. Remember each one. Now I am going to show you some more pictures of faces, one at a time. I want you to look at the face on each page carefully. Say Yes if the face is one that I asked you to remember or No if it is not."
FACEI449,"Faces Immediate Item 44","I am going to show you some pictures of faces, one at a time. Look at each face carefully and remember what it looks like. Remember each one. Now I am going to show you some more pictures of faces, one at a time. I want you to look at the face on each page carefully. Say Yes if the face is one that I asked you to remember or No if it is not."
FACEI459,"Faces Immediate Item 45","I am going to show you some pictures of faces, one at a time. Look at each face carefully and remember what it looks like. Remember each one. Now I am going to show you some more pictures of faces, one at a time. I want you to look at the face on each page carefully. Say Yes if the face is one that I asked you to remember or No if it is not."
FACEI469,"Faces Immediate Item 46","I am going to show you some pictures of faces, one at a time. Look at each face carefully and remember what it looks like. Remember each one. Now I am going to show you some more pictures of faces, one at a time. I want you to look at the face on each page carefully. Say Yes if the face is one that I asked you to remember or No if it is not."
FACEI479,"Faces Immediate Item 47","I am going to show you some pictures of faces, one at a time. Look at each face carefully and remember what it looks like. Remember each one. Now I am going to show you some more pictures of faces, one at a time. I want you to look at the face on each page carefully. Say Yes if the face is one that I asked you to remember or No if it is not."
FACEI489,"Faces Immediate Item 48","I am going to show you some pictures of faces, one at a time. Look at each face carefully and remember what it looks like. Remember each one. Now I am going to show you some more pictures of faces, one at a time. I want you to look at the face on each page carefully. Say Yes if the face is one that I asked you to remember or No if it is not."
FACEI59,"Faces Immediate Item 5","I am going to show you some pictures of faces, one at a time. Look at each face carefully and remember what it looks like. Remember each one. Now I am going to show you some more pictures of faces, one at a time. I want you to look at the face on each page carefully. Say Yes if the face is one that I asked you to remember or No if it is not."
FACEI69,"Faces Immediate Item 6","I am going to show you some pictures of faces, one at a time. Look at each face carefully and remember what it looks like. Remember each one. Now I am going to show you some more pictures of faces, one at a time. I want you to look at the face on each page carefully. Say Yes if the face is one that I asked you to remember or No if it is not."
FACEI79,"Faces Immediate Item 7","I am going to show you some pictures of faces, one at a time. Look at each face carefully and remember what it looks like. Remember each one. Now I am going to show you some more pictures of faces, one at a time. I want you to look at the face on each page carefully. Say Yes if the face is one that I asked you to remember or No if it is not."
FACEI89,"Faces Immediate Item 8","I am going to show you some pictures of faces, one at a time. Look at each face carefully and remember what it looks like. Remember each one. Now I am going to show you some more pictures of faces, one at a time. I want you to look at the face on each page carefully. Say Yes if the face is one that I asked you to remember or No if it is not."
FACEI99,"Faces Immediate Item 9","I am going to show you some pictures of faces, one at a time. Look at each face carefully and remember what it looks like. Remember each one. Now I am going to show you some more pictures of faces, one at a time. I want you to look at the face on each page carefully. Say Yes if the face is one that I asked you to remember or No if it is not."
FACEIMD9,"Faces Total Score: Immediate","Faces Total Score: Immediate"
FFMNHAN9,"Fat Free Mass (NHANES/RJL Equation)","Fat Free Mass (NHANES/RJL Eq.)"
AGEWORS9,"Feel worse about self as age","Please indicate the extent you personally agree or disagree with the following statements about yourself: As I age I feel worse about myself."
FEELBLU9,"Feeling blue past 2 weeks","Thinking back over the past two weeks, how often have you had: Feeling blue or depressed?"
FEARFULA9,"Feeling fearful past 2 weeks","Thinking back over the past two weeks, how often have you had: Feeling fearful for no reason?"
DEPRESS9,"Felt depressed past week","During the past week: I felt depressed"
FEARFUL9,"Felt fearful past week","During the past week: I felt fearful"
LONELY9,"Felt lonely past week","During the past week: I felt lonely"
SAD9,"Felt sad past week","During the past week: I felt sad"
FERTIL19,"Fertility medication #1","Since your last study visit, have you taken: Fertility medications to help you get pregnant (such as Pergonal, Clomid, Fertinex, Gonal-F, Follistim or Repronex)?"
FRTLTW19,"Fertility medication #1 taken 2 times/week for the last month","If YES to FERTIL19: Have you been taking it at least two times per week for the last month?"
FERTIL29,"Fertility medication #2","Since your last study visit, have you taken: Fertility medications to help you get pregnant (such as Pergonal, Clomid, Fertinex, Gonal-F, Follistim or Repronex)?"
FRTLTW29,"Fertility medication #2 taken 2 times/week for the last month","If YES to FERTIL29: Have you been taking it at least two times per week for the last month?"
FIBRUTR9,"Fibroids since last visit","Since your last study visit, have you had any of the following conditions? Fibroids (benign growths in the uterus or womb)?"
FLAXSEE9,"Flaxseed","During the past 12 months, have you used any of the following for your health? Flaxseed or flaxseed oil supplements"
FLAXGEN9,"Flaxseed - General Health","If YES to FLAXSEE9: Please tell me whether or not you use flaxseed or flaxseed oil supplements: For general health?"
FLAXHAR9,"Flaxseed - Heart","If YES to FLAXSEE9: Please tell me whether or not you use flaxseed or flaxseed oil supplements: To reduce the risk of heart disease?"
FLAXMEM9,"Flaxseed - Improve Memory","If YES to FLAXSEE9: Please tell me whether or not you use flaxseed or flaxseed oil supplements: To improve memory?"
FLAXMEN9,"Flaxseed - Menopausal symptoms","If YES to FLAXSEE9: Please tell me whether or not you use flaxseed or flaxseed oil supplements: To relieve menopausal symptoms?"
FLAXOST9,"Flaxseed - Osteoporosis","If YES to FLAXSEE9: Please tell me whether or not you use flaxseed or flaxseed oil supplements: To reduce the risk of osteoporosis?"
FLAXOTH9,"Flaxseed - Other reason","If YES to FLAXSEE9: Please tell me whether or not you use flaxseed or flaxseed oil supplements: Is there any other reason you use flaxseed or flaxseed oil supplements?"
FLAXSPE9,"Flaxseed - Other specify","If YES to FLAXSEE9: Please tell me whether or not you use flaxseed or flaxseed oil supplements: Is there any other reason you use flaxseed or flaxseed oil supplements? Specify"
FLAXADV9,"Flaxseed - Provider advice","If YES to FLAXSEE9: Please tell me whether or not you use flaxseed or flaxseed oil supplements: On advice from health care provider?"
FLAXPER9,"Flaxseed - Regulate Periods","If YES to FLAXSEE9: Please tell me whether or not you use flaxseed or flaxseed oil supplements: To regulate periods?"
FLAXWGH9,"Flaxseed - Weight","If YES to FLAXSEE9: Please tell me whether or not you use flaxseed or flaxseed oil supplements: To lose weight or to stay the same weight?"
FLAXLOO9,"Flaxseed - Young Looking","If YES to FLAXSEE9: Please tell me whether or not you use flaxseed or flaxseed oil supplements: To stay young-looking?"
FSH9,"Follicle-stimulating hormone (mIU/mL)","Follicle-stimulating hormone (mIU/mL)"
LANGFFQ9,"Food Frequency Questionnaire (FFQ) Language","FFQ Language"
LANGSPK9,"Food Frequency Questionnaire (FFQ) Language used at home","What language do you usually speak at home or with friends?"
FFQDAY9,"Food Frequency Questionnaire Day","Food Frequency Questionnaire Day"
FORGET9,"Forgetfulness past 2 weeks","Thinking back over the past two weeks, how often have you had: Forgetfulness?"
MOODCHG9,"Freq mood changes past 2 weeks","Thinking back over the past two weeks, how often have you had: Frequent mood changes?"
FRNADVI9,"Friend/relative advised","I am going to read a list of some reasons why women start taking hormones, not including birth control pills. For each one, please tell me if it is a reason why you started taking hormones: A friend or relative advised me to take them"
CONDFRZ9,"Frozen conductance/resistance value (ohms)","Record the conductance/resistance value that appears on the impedance meter:"
IMPEFRZ9,"Frozen impedance/reactance value (ohms)","Record the reactance/impedance value that appears on the impedance meter:"
FORMSAA9,"Full form (SAA), Abbreviated (AIN) or Phone Interview (PAT)","Which form/questionnaire completed:"
SEX19,"Gender (1)","Please tell me their gender"
SEX109,"Gender (10)","Please tell me their gender"
SEX119,"Gender (11)","Please tell me their gender"
SEX129,"Gender (12)","Please tell me their gender"
SEX29,"Gender (2)","Please tell me their gender"
SEX39,"Gender (3)","Please tell me their gender"
SEX49,"Gender (4)","Please tell me their gender"
SEX59,"Gender (5)","Please tell me their gender"
SEX69,"Gender (6)","Please tell me their gender"
SEX79,"Gender (7)","Please tell me their gender"
SEX89,"Gender (8)","Please tell me their gender"
SEX99,"Gender (9)","Please tell me their gender"
GINKGO9,"Ginkgo Biloba","During the past 12 months, have you used any of the following for your health? Ginkgo Biloba"
GINKGEN9,"Ginkgo Biloba - General Health","If YES to GINKGO9: Please tell me whether or not you use Ginkgo Biloba: For general health?"
GINKHAR9,"Ginkgo Biloba - Heart","If YES to GINKGO9: Please tell me whether or not you use Ginkgo Biloba: To reduce the risk of heart disease?"
GINKMEM9,"Ginkgo Biloba - Improve Memory","If YES to GINKGO9: Please tell me whether or not you use Ginkgo Biloba: To improve memory?"
GINKMEN9,"Ginkgo Biloba - Menopausal symptoms","If YES to GINKGO9: Please tell me whether or not you use Ginkgo Biloba: To relieve menopausal symptoms?"
GINKOST9,"Ginkgo Biloba - Osteoporosis","If YES to GINKGO9: Please tell me whether or not you use Ginkgo Biloba: To reduce the risk of osteoporosis?"
GINKOTH9,"Ginkgo Biloba - Other reason","If YES to GINKGO9: Please tell me whether or not you use Ginkgo Biloba: Is there any other reason you use Ginkgo Biloba?"
GINKSPE9,"Ginkgo Biloba - Other specify","If YES to GINKGO9: Please tell me whether or not you use Ginkgo Biloba: Is there any other reason you use Ginkgo Biloba? Specify"
GINKADV9,"Ginkgo Biloba - Provider advice","If YES to GINKGO9: Please tell me whether or not you use Ginkgo Biloba: On advice from health care provider?"
GINKPER9,"Ginkgo Biloba - Regulate Periods","If YES to GINKGO9: Please tell me whether or not you use Ginkgo Biloba: To regulate periods?"
GINKWGH9,"Ginkgo Biloba - Weight","If YES to GINKGO9: Please tell me whether or not you use Ginkgo Biloba: To lose weight or to stay the same weight?"
GINKLOO9,"Ginkgo Biloba - Young Looking","If YES to GINKGO9: Please tell me whether or not you use Ginkgo Biloba: To stay young-looking?"
